"","mouse","day","tissue","Percent","cluster"
"2443","M36","D10","Gon",0.217532660866,"Cluster_59"
"2444","M36","D10","Gon",0,"Cluster_1778"
"2445","M36","D10","Gon",0.421171618029,"Cluster_54"
"2446","M36","D10","Gon",0.00178000041343,"Cluster_1454"
"2447","M36","D10","Gon",0.00699299218037,"Cluster_3825"
"2448","M36","D10","Gon",0.588453094424,"Cluster_293"
"2449","M36","D10","Gon",0.0181460085344,"Cluster_493"
"2450","M36","D10","Gon",0.0182137125946,"Cluster_2067"
"2451","M36","D10","Gon",0.024517570912,"Cluster_3966"
"2452","M36","D10","Gon",0.0394290789255,"Cluster_1501"
"2453","M36","D10","Gon",0.0713056545441,"Cluster_409"
"2454","M36","D10","Gon",0.684256181901,"Cluster_467"
"2455","M36","D10","Gon",0.0873818384776,"Cluster_529"
"2456","M36","D10","Gon",0.00482270134898,"Cluster_225"
"2457","M36","D10","Gon",0.00333480561978,"Cluster_2487"
"2458","M36","D10","Gon",0.00920123290636,"Cluster_2798"
"2459","M36","D10","Gon",0.221585098196,"Cluster_119"
"2460","M36","D10","Gon",0.00820562566826,"Cluster_3571"
"2461","M36","D10","Gon",0.0139304380182,"Cluster_4224"
"2462","M36","D10","Gon",0.0302173969799,"Cluster_272"
"2463","M36","D10","Gon",0.0514119599932,"Cluster_480"
"2464","M36","D10","Gon",0.0271643541354,"Cluster_1741"
"2465","M36","D10","Gon",0.00213600049612,"Cluster_1235"
"2466","M36","D10","Gon",0.0130616580127,"Cluster_971"
"2467","M36","D10","Gon",0,"Cluster_56"
"2468","M36","D10","Gon",0.0595151751137,"Cluster_34"
"2469","M36","D10","Gon",0.0242367733061,"Cluster_1989"
"2470","M36","D10","Gon",0.162419362556,"Cluster_1613"
"2471","M36","D10","Gon",0.572277379405,"Cluster_1419"
"2472","M36","D10","Gon",0.00735344433091,"Cluster_1615"
"2473","M36","D10","Gon",0.00887261744542,"Cluster_874"
"2474","M36","D10","Gon",1.08831598611,"Cluster_248"
"2475","M36","D10","Gon",0.110612670853,"Cluster_532"
"2476","M36","D10","Gon",0.40648736714,"Cluster_1231"
"2477","M36","D10","Gon",0.0464297529821,"Cluster_525"
"2478","M36","D10","Gon",0.00817011534983,"Cluster_782"
"2479","M36","D10","Gon",0.0304330879283,"Cluster_3106"
"2480","M36","D10","Gon",0.0520234787499,"Cluster_863"
"2481","M36","D10","Gon",0.0570630523276,"Cluster_1152"
"2482","M36","D10","Gon",0.0120730462824,"Cluster_4225"
"2483","M36","D10","Gon",0.00634848444667,"Cluster_1486"
"2484","M36","D10","Gon",0.0452292616065,"Cluster_853"
"2485","M36","D10","Gon",0.202881210759,"Cluster_1130"
"2486","M36","D10","Gon",0.0781116042557,"Cluster_254"
"2487","M36","D10","Gon",0.0630973512171,"Cluster_709"
"2488","M36","D10","Gon",0.00844268970798,"Cluster_1752"
"2489","M36","D10","Gon",0,"Cluster_201"
"2490","M36","D10","Gon",0.377907780083,"Cluster_424"
"2491","M36","D10","Gon",0.564404878345,"Cluster_1274"
"2492","M36","D10","Gon",0.384265415885,"Cluster_763"
"2493","M36","D10","Gon",0.0163849410442,"Cluster_206"
"2494","M36","D10","Gon",0.758644432687,"Cluster_647"
"2495","M36","D10","Gon",1.274708209,"Cluster_50"
"2496","M36","D10","Gon",0.0372500403979,"Cluster_505"
"2497","M36","D10","Gon",0.0941782036926,"Cluster_78"
"2498","M36","D10","Gon",0.0237537986206,"Cluster_937"
"2499","M36","D10","Gon",76.9099267008,"Cluster_294"
"2500","M36","D10","Gon",0.0237962919992,"Cluster_1742"
"2501","M36","D10","Gon",0.0219702908172,"Cluster_200"
"2502","M36","D10","Gon",0.0133947902079,"Cluster_216"
"2503","M36","D10","Gon",0.266315156993,"Cluster_88"
"2504","M36","D10","Gon",0.0448132609262,"Cluster_405"
"2505","M36","D10","Gon",0.193784783164,"Cluster_87"
"2506","M36","D10","Gon",0.0168679867505,"Cluster_899"
"2507","M36","D10","Gon",0.0417750211446,"Cluster_229"
"2508","M36","D10","Gon",0.672564740741,"Cluster_469"
"2509","M36","D10","Gon",0.0504956005935,"Cluster_1009"
"2510","M36","D10","Gon",0.0810097965936,"Cluster_504"
"2511","M36","D10","Gon",0.0763379337494,"Cluster_221"
"2512","M36","D10","Gon",0,"Cluster_15"
"2513","M36","D10","Gon",0.00854400198448,"Cluster_1236"
"2514","M36","D10","Gon",0.00883664409409,"Cluster_40"
"2515","M36","D10","Gon",0.00659108724517,"Cluster_1487"
"2516","M36","D10","Gon",0.00856865999887,"Cluster_436"
"2517","M36","D10","Gon",0.176184519857,"Cluster_437"
"2518","M36","D10","Gon",0.0190945498896,"Cluster_481"
"2519","M36","D10","Gon",0.00672612922183,"Cluster_859"
"2520","M36","D10","Gon",0.0189494057752,"Cluster_3508"
"2521","M36","D10","Gon",0.00413917666638,"Cluster_1466"
"2522","M36","D10","Gon",0.00980047286455,"Cluster_886"
"2523","M36","D10","Gon",0.041220009574,"Cluster_509"
"2524","M36","D10","Gon",0.00932072943762,"Cluster_2215"
"2525","M36","D10","Gon",0.266868971732,"Cluster_1678"
"2526","M36","D10","Gon",0.0358139138978,"Cluster_1297"
"2527","M36","D10","Gon",0.0111654571388,"Cluster_944"
"2528","M36","D10","Gon",0.232856642157,"Cluster_151"
"2529","M36","D10","Gon",0.0153176817356,"Cluster_928"
"2530","M36","D10","Gon",0.220207585603,"Cluster_1571"
"2531","M36","D10","Gon",0.599205908939,"Cluster_232"
"2532","M36","D10","Gon",0.0518742977629,"Cluster_636"
"2533","M36","D10","Gon",0.150236813418,"Cluster_1909"
"2534","M36","D10","Gon",0.0271584285818,"Cluster_549"
"2535","M36","D10","Gon",0.107187164376,"Cluster_2305"
"2536","M36","D10","Gon",0.0092255274346,"Cluster_3470"
"2537","M36","D10","Gon",0.0134741891761,"Cluster_368"
"2538","M36","D10","Gon",0.00755051338163,"Cluster_2178"
"2539","M36","D10","Gon",0.0242100486648,"Cluster_9"
"2540","M36","D10","Gon",0.0617490328734,"Cluster_3"
"2541","M36","D10","Gon",0.0334726907014,"Cluster_1088"
"2542","M36","D10","Gon",0.0131446184377,"Cluster_2979"
"2543","M36","D10","Gon",0.033777116279,"Cluster_1900"
"2544","M36","D10","Gon",0.0491396835446,"Cluster_144"
"2545","M36","D10","Gon",0.00555157022763,"Cluster_611"
"2546","M36","D10","Gon",0.170699022698,"Cluster_826"
"2547","M36","D10","Gon",0.00275955343598,"Cluster_3203"
"2548","M36","D10","Gon",0.00950770849144,"Cluster_1060"
"2549","M36","D10","Gon",0.0447431263841,"Cluster_290"
"2550","M36","D10","Gon",0.00634697290276,"Cluster_18"
"2551","M36","D10","Gon",0.00454059985702,"Cluster_1689"
"2552","M36","D10","Gon",0.00650087107515,"Cluster_2659"
"2553","M36","D10","Gon",0.0536094242163,"Cluster_3679"
"2554","M36","D10","Gon",0.0112913665802,"Cluster_1050"
"2555","M36","D10","Gon",0.0332675939338,"Cluster_39"
"2556","M36","D10","Gon",0.00970645123407,"Cluster_448"
"2557","M36","D10","Gon",0.558789354278,"Cluster_357"
"2558","M36","D10","Gon",0.0169674232958,"Cluster_22"
"2559","M36","D10","Gon",0.00296504178457,"Cluster_68"
"2560","M36","D10","Gon",0.0396727664163,"Cluster_514"
"2561","M36","D10","Gon",0.261018494577,"Cluster_23"
"2562","M36","D10","Gon",0.0959820377972,"Cluster_103"
"2563","M36","D10","Gon",0.0271182255897,"Cluster_632"
"2564","M36","D10","Gon",0.03730858459,"Cluster_2245"
"2565","M36","D10","Gon",0.052192973496,"Cluster_591"
"2566","M36","D10","Gon",0.0145267147835,"Cluster_1209"
"2567","M36","D10","Gon",0.0433500985643,"Cluster_3863"
"2568","M36","D10","Gon",0.00407175094573,"Cluster_634"
"2569","M36","D10","Gon",0.00551225934483,"Cluster_1630"
"2570","M36","D10","Gon",0.0053400012403,"Cluster_2220"
"2571","M36","D10","Gon",0.0171869215028,"Cluster_1673"
"2572","M36","D10","Gon",0.0517932863661,"Cluster_528"
"2573","M36","D10","Gon",0.268353865146,"Cluster_86"
"2574","M36","D10","Gon",0.034296345994,"Cluster_2015"
"2575","M36","D10","Heart",0.935134125824,"Cluster_588"
"2576","M36","D10","Heart",0.119921690314,"Cluster_1064"
"2577","M36","D10","Heart",0.0423293793821,"Cluster_215"
"2578","M36","D10","Heart",0.166517035829,"Cluster_1989"
"2579","M36","D10","Heart",0.0123467896067,"Cluster_225"
"2580","M36","D10","Heart",0.170198889354,"Cluster_66"
"2581","M36","D10","Heart",0.0323430777127,"Cluster_18"
"2582","M36","D10","Heart",0.136326645968,"Cluster_34"
"2583","M36","D10","Heart",0.04680732923,"Cluster_1527"
"2584","M36","D10","Heart",0.0629211027847,"Cluster_684"
"2585","M36","D10","Heart",0.0127799653858,"Cluster_705"
"2586","M36","D10","Heart",0.0370558023071,"Cluster_491"
"2587","M36","D10","Heart",0.0136035744571,"Cluster_1152"
"2588","M36","D10","Heart",0.0780440571039,"Cluster_524"
"2589","M36","D10","Heart",0.0297871018982,"Cluster_2575"
"2590","M36","D10","Heart",0.0744286540483,"Cluster_56"
"2591","M36","D10","Heart",0.00589676420076,"Cluster_82"
"2592","M36","D10","Heart",0.0393016085075,"Cluster_792"
"2593","M36","D10","Heart",0.0188785597958,"Cluster_1111"
"2594","M36","D10","Heart",0.0275341557925,"Cluster_1716"
"2595","M36","D10","Heart",0.153803556971,"Cluster_1673"
"2596","M36","D10","Heart",0.0434754717931,"Cluster_1289"
"2597","M36","D10","Heart",1.17706505846,"Cluster_1613"
"2598","M36","D10","Heart",0.00804104209195,"Cluster_2245"
"2599","M36","D10","Heart",0.0207595531132,"Cluster_3819"
"2600","M36","D10","Heart",0.0375327814041,"Cluster_1381"
"2601","M36","D10","Heart",0.0720055144676,"Cluster_22"
"2602","M36","D10","Heart",0.0849799019977,"Cluster_382"
"2603","M36","D10","Heart",0.12613599192,"Cluster_480"
"2604","M36","D10","Heart",0.0941413232052,"Cluster_340"
"2605","M36","D10","Heart",0.0747745339898,"Cluster_261"
"2606","M36","D10","Heart",0.0054644501098,"Cluster_454"
"2607","M36","D10","Heart",0.20873936039,"Cluster_303"
"2608","M36","D10","Heart",0.0150486116124,"Cluster_366"
"2609","M36","D10","Heart",0.0136547874757,"Cluster_899"
"2610","M36","D10","Heart",0.0426605548971,"Cluster_3781"
"2611","M36","D10","Heart",0.0126859525334,"Cluster_3399"
"2612","M36","D10","Heart",0.620152277691,"Cluster_2214"
"2613","M36","D10","Heart",0.0162141280701,"Cluster_2451"
"2614","M36","D10","Heart",0.024734031658,"Cluster_1489"
"2615","M36","D10","Heart",1.21599497552,"Cluster_293"
"2616","M36","D10","Heart",0.0902646203322,"Cluster_447"
"2617","M36","D10","Heart",0.0186337748744,"Cluster_1325"
"2618","M36","D10","Heart",0.00726662934106,"Cluster_1224"
"2619","M36","D10","Heart",0.0494347795054,"Cluster_1167"
"2620","M36","D10","Heart",0.0639456927742,"Cluster_290"
"2621","M36","D10","Heart",0.148391498453,"Cluster_509"
"2622","M36","D10","Heart",0.165257590447,"Cluster_505"
"2623","M36","D10","Heart",0.0507637545093,"Cluster_1208"
"2624","M36","D10","Heart",0.24635226624,"Cluster_333"
"2625","M36","D10","Heart",0.00792610656177,"Cluster_904"
"2626","M36","D10","Heart",1.79940902951,"Cluster_888"
"2627","M36","D10","Heart",1.30978219937,"Cluster_4"
"2628","M36","D10","Heart",0.0230373374131,"Cluster_1973"
"2629","M36","D10","Heart",0.0115920132347,"Cluster_3253"
"2630","M36","D10","Heart",0.208180486381,"Cluster_662"
"2631","M36","D10","Heart",0.0169571873274,"Cluster_2374"
"2632","M36","D10","Heart",2.02824750813,"Cluster_1274"
"2633","M36","D10","Heart",0,"Cluster_1744"
"2634","M36","D10","Heart",1.18344985073,"Cluster_1419"
"2635","M36","D10","Heart",0.0593469020428,"Cluster_1229"
"2636","M36","D10","Heart",0.0341528131862,"Cluster_323"
"2637","M36","D10","Heart",0.273984700276,"Cluster_606"
"2638","M36","D10","Heart",0.118653605236,"Cluster_404"
"2639","M36","D10","Heart",0.069820250773,"Cluster_1592"
"2640","M36","D10","Heart",0.151378446732,"Cluster_103"
"2641","M36","D10","Heart",0.256030411901,"Cluster_591"
"2642","M36","D10","Heart",0.0281525563586,"Cluster_853"
"2643","M36","D10","Heart",0.0213079186671,"Cluster_1148"
"2644","M36","D10","Heart",0.00328290607372,"Cluster_1488"
"2645","M36","D10","Heart",0.0216252706473,"Cluster_740"
"2646","M36","D10","Heart",0.0277941374324,"Cluster_617"
"2647","M36","D10","Heart",0.724389223306,"Cluster_119"
"2648","M36","D10","Heart",0.0274816941213,"Cluster_859"
"2649","M36","D10","Heart",2.08247087758,"Cluster_615"
"2650","M36","D10","Heart",0.323541479631,"Cluster_1705"
"2651","M36","D10","Heart",0.657529017917,"Cluster_356"
"2652","M36","D10","Heart",0.813241313187,"Cluster_254"
"2653","M36","D10","Heart",0.0510953756414,"Cluster_109"
"2654","M36","D10","Heart",0.00623491900976,"Cluster_2329"
"2655","M36","D10","Heart",1.47279735969,"Cluster_59"
"2656","M36","D10","Heart",0.0456768075194,"Cluster_158"
"2657","M36","D10","Heart",0.0376439896453,"Cluster_195"
"2658","M36","D10","Heart",0.0297508950422,"Cluster_980"
"2659","M36","D10","Heart",0.0112708783226,"Cluster_1991"
"2660","M36","D10","Heart",0.00928422486299,"Cluster_2542"
"2661","M36","D10","Heart",0.0194791218239,"Cluster_2903"
"2662","M36","D10","Heart",1.00233568319,"Cluster_1545"
"2663","M36","D10","Heart",0.300999854367,"Cluster_23"
"2664","M36","D10","Heart",0.692154948631,"Cluster_1909"
"2665","M36","D10","Heart",0.182090937307,"Cluster_9"
"2666","M36","D10","Heart",1.35043352664,"Cluster_1571"
"2667","M36","D10","Heart",0.00836130923852,"Cluster_2291"
"2668","M36","D10","Heart",0.0873244166805,"Cluster_190"
"2669","M36","D10","Heart",0.00200233987475,"Cluster_3422"
"2670","M36","D10","Heart",0.0366314139744,"Cluster_550"
"2671","M36","D10","Heart",0,"Cluster_2166"
"2672","M36","D10","Heart",0.0138890038131,"Cluster_1614"
"2673","M36","D10","Heart",0.0292131709977,"Cluster_2"
"2674","M36","D10","Heart",0.0328607141015,"Cluster_599"
"2675","M36","D10","Heart",0.00338795906807,"Cluster_3703"
"2676","M36","D10","Heart",0.00926172420076,"Cluster_99"
"2677","M36","D10","Heart",0.0441418241643,"Cluster_3826"
"2678","M36","D10","Heart",1.00431865504,"Cluster_327"
"2679","M36","D10","Heart",0.027426335313,"Cluster_497"
"2680","M36","D10","Heart",0.00957983745848,"Cluster_1610"
"2681","M36","D10","Heart",0.0381945415962,"Cluster_405"
"2682","M36","D10","Heart",0.0432310146268,"Cluster_3013"
"2683","M36","D10","Heart",1.47101709172,"Cluster_1831"
"2684","M36","D10","Heart",0.0106085892663,"Cluster_234"
"2685","M36","D10","Heart",0.45711959301,"Cluster_151"
"2686","M36","D10","Heart",0.831443884377,"Cluster_437"
"2687","M36","D10","Heart",0.196144998678,"Cluster_2305"
"2688","M36","D10","Heart",0.0174401730811,"Cluster_163"
"2689","M36","D10","Heart",0.415556262766,"Cluster_826"
"2690","M36","D10","Heart",0.0136366867677,"Cluster_2314"
"2691","M36","D10","Heart",0.00911873041097,"Cluster_782"
"2692","M36","D10","Heart",0.111038292627,"Cluster_64"
"2693","M36","D10","Heart",0.102134251707,"Cluster_265"
"2694","M36","D10","Heart",0.0393972161437,"Cluster_1004"
"2695","M36","D10","Heart",1.17762819041,"Cluster_202"
"2696","M36","D10","Heart",0.067957095041,"Cluster_443"
"2697","M36","D10","Heart",0.0116103578896,"Cluster_1044"
"2698","M36","D10","Heart",0.0854289702118,"Cluster_8"
"2699","M36","D10","Heart",0.00595273932644,"Cluster_1490"
"2700","M36","D10","Heart",0.0237473766454,"Cluster_1051"
"2701","M36","D10","Heart",0.193540653477,"Cluster_1008"
"2702","M36","D10","Heart",0.248450331659,"Cluster_221"
"2703","M36","D10","Heart",0.0503599618081,"Cluster_650"
"2704","M36","D10","Heart",0.856524977905,"Cluster_978"
"2705","M36","D10","Heart",0.0258695969565,"Cluster_1370"
"2706","M36","D10","Heart",0.0493261659016,"Cluster_432"
"2707","M36","D10","Heart",0.0983196648041,"Cluster_72"
"2708","M36","D10","Heart",2.40523756092,"Cluster_893"
"2709","M36","D10","Heart",0.870739817918,"Cluster_315"
"2710","M36","D10","Heart",0.0365368134792,"Cluster_528"
"2711","M36","D10","Heart",0.00798419261919,"Cluster_1868"
"2712","M36","D10","Heart",0.0659193737595,"Cluster_409"
"2713","M36","D10","Heart",0.00992903396607,"Cluster_1720"
"2714","M36","D10","Heart",0.0213754783631,"Cluster_495"
"2715","M36","D10","Heart",0.0218273716183,"Cluster_402"
"2716","M36","D10","Heart",0.0161476466374,"Cluster_832"
"2717","M36","D10","Heart",0.00527053840896,"Cluster_3689"
"2718","M36","D10","Heart",0.0365506847068,"Cluster_2184"
"2719","M36","D10","Heart",0.105632916357,"Cluster_71"
"2720","M36","D10","Heart",0.0321955174598,"Cluster_948"
"2721","M36","D10","Heart",0.119732047811,"Cluster_27"
"2722","M36","D10","Heart",0.00910741684966,"Cluster_886"
"2723","M36","D10","Heart",0.011255677967,"Cluster_2167"
"2724","M36","D10","Heart",1.71839076758,"Cluster_1231"
"2725","M36","D10","Heart",6.17083660655,"Cluster_1830"
"2726","M36","D10","Heart",0.0241385972563,"Cluster_147"
"2727","M36","D10","Heart",0.0291536332851,"Cluster_4013"
"2728","M36","D10","Heart",1.0136342845,"Cluster_1678"
"2729","M36","D10","Heart",0.0104185007838,"Cluster_13"
"2730","M36","D10","Heart",0.154043168154,"Cluster_87"
"2731","M36","D10","Heart",0.0375319539618,"Cluster_2031"
"2732","M36","D10","Heart",0.0169485429755,"Cluster_2441"
"2733","M36","D10","Heart",2.58303069765,"Cluster_357"
"2734","M36","D10","Heart",0.0106376854649,"Cluster_1012"
"2735","M36","D10","Heart",0.00684059283202,"Cluster_430"
"2736","M36","D10","Heart",1.66873683121,"Cluster_338"
"2737","M36","D10","Heart",0.0173487296829,"Cluster_589"
"2738","M36","D10","Heart",1.24003004579,"Cluster_84"
"2739","M36","D10","Heart",0.850397197116,"Cluster_647"
"2740","M36","D10","Heart",12.0686554908,"Cluster_294"
"2741","M36","D10","Heart",0.0118967387625,"Cluster_3710"
"2742","M36","D10","Heart",0.0106223139098,"Cluster_462"
"2743","M36","D10","Heart",0.0678261215104,"Cluster_943"
"2744","M36","D10","Heart",0.0250336686107,"Cluster_1386"
"2745","M36","D10","Heart",0.0103734857829,"Cluster_1116"
"2746","M36","D10","Heart",0.0154765572047,"Cluster_1743"
"2747","M36","D10","Heart",0.00673792068181,"Cluster_1260"
"2748","M36","D10","Heart",0.00620505323823,"Cluster_2336"
"2749","M36","D10","Heart",0.0117877055152,"Cluster_1089"
"2750","M36","D10","Heart",0.985981566503,"Cluster_54"
"2751","M36","D10","Heart",0.0349241694424,"Cluster_658"
"2752","M36","D10","Heart",0.45553369863,"Cluster_723"
"2753","M36","D10","Heart",0.643021577156,"Cluster_161"
"2754","M36","D10","Heart",0.0258192395692,"Cluster_712"
"2755","M36","D10","Heart",0.0700840167389,"Cluster_987"
"2756","M36","D10","Heart",0.441528732346,"Cluster_532"
"2757","M36","D10","Heart",0.0196322131428,"Cluster_531"
"2758","M36","D10","Heart",0.00926220693841,"Cluster_1845"
"2759","M36","D10","Heart",0.0303256386433,"Cluster_33"
"2760","M36","D10","Heart",0,"Cluster_78"
"2761","M36","D10","Heart",0.0167410627248,"Cluster_2405"
"2762","M36","D10","Heart",3.48509092209,"Cluster_1123"
"2763","M36","D10","Heart",1.79801700364,"Cluster_1088"
"2764","M36","D10","Heart",1.25327182415,"Cluster_840"
"2765","M36","D10","Heart",0.0223075494194,"Cluster_3370"
"2766","M36","D10","Heart",1.38738056393,"Cluster_240"
"2767","M36","D10","Heart",0.0298925803044,"Cluster_928"
"2768","M36","D10","Heart",0,"Cluster_3820"
"2769","M36","D10","Heart",0.418480142438,"Cluster_363"
"2770","M36","D10","Heart",0.0359368117612,"Cluster_1730"
"2771","M36","D10","Heart",0.0387795913868,"Cluster_98"
"2772","M36","D10","Heart",0.0193959204546,"Cluster_515"
"2773","M36","D10","Heart",0.0161772984698,"Cluster_403"
"2774","M36","D10","Heart",0.769857388651,"Cluster_232"
"2775","M36","D10","Heart",0.220702654162,"Cluster_272"
"2776","M36","D10","Heart",0.00760529563958,"Cluster_677"
"2777","M36","D10","Heart",0.0255653079284,"Cluster_3821"
"2778","M36","D10","Heart",0.0489264922236,"Cluster_1011"
"2779","M36","D10","Heart",0.269885628242,"Cluster_200"
"2780","M36","D10","Heart",0.0191741735199,"Cluster_514"
"2781","M36","D10","Heart",2.99091954395,"Cluster_248"
"2782","M36","D10","Heart",0.082059757475,"Cluster_783"
"2783","M36","D10","Heart",0.0289759657138,"Cluster_4088"
"2784","M36","D10","Heart",7.37163237872,"Cluster_50"
"2785","M36","D10","Heart",0.596961814302,"Cluster_504"
"2786","M36","D10","Heart",0.0659312462795,"Cluster_2537"
"2787","M36","D10","Heart",0.0135904155163,"Cluster_673"
"2788","M36","D10","Heart",0.0167871845715,"Cluster_1211"
"2789","M36","D10","Heart",0.0161424245697,"Cluster_189"
"2790","M36","D10","Heart",0.0157741149792,"Cluster_3598"
"2791","M36","D10","Heart",0.00361961438897,"Cluster_63"
"2792","M36","D10","Heart",2.27458271551,"Cluster_26"
"2793","M36","D10","Heart",0.00745589583643,"Cluster_771"
"2794","M36","D10","Heart",0.0294633290515,"Cluster_2296"
"2795","M36","D10","Heart",0.0290328776383,"Cluster_1426"
"2796","M36","D10","Heart",0.0176208717309,"Cluster_634"
"2797","M36","D10","Heart",0.131774601911,"Cluster_229"
"2798","M36","D10","Heart",0.0107213894559,"Cluster_176"
"2799","M36","D10","Heart",0,"Cluster_525"
"2800","M36","D10","Heart",1.87961092608,"Cluster_503"
"2801","M36","D10","Heart",0.440215787022,"Cluster_763"
"2802","M36","D10","Heart",0.0504746808834,"Cluster_1740"
"2803","M36","D10","Heart",2.06648734939,"Cluster_469"
"2804","M36","D10","Heart",0.00853555579166,"Cluster_1254"
"2805","M36","D10","Heart",0.107430687361,"Cluster_1009"
"2806","M36","D10","Heart",0.0140288160169,"Cluster_1455"
"2807","M36","D10","Heart",0.0165171211834,"Cluster_1787"
"2808","M36","D10","Heart",1.38339839287,"Cluster_128"
"2809","M36","D10","Heart",1.61705668215,"Cluster_1537"
"2810","M36","D10","Heart",0.010180165469,"Cluster_3425"
"2811","M36","D10","Heart",0.522412567483,"Cluster_2315"
"2812","M36","D10","Heart",0.0223037867991,"Cluster_3508"
"2813","M36","D10","Heart",0.0175145234141,"Cluster_2124"
"2814","M36","D10","Heart",0.366988246785,"Cluster_493"
"2815","M36","D10","Heart",0.134156771608,"Cluster_662"
"2816","M36","D10","Heart",0.0198513226645,"Cluster_289"
"2817","M36","D10","Heart",0.0221590408564,"Cluster_1059"
"2818","M36","D10","Heart",0.0685095736661,"Cluster_1332"
"2819","M36","D10","Heart",0.00971376408407,"Cluster_2043"
"2820","M36","D10","Heart",0.724379008062,"Cluster_88"
"2821","M36","D10","Heart",0.0382596623731,"Cluster_1190"
"2822","M36","D10","Heart",0.171552523005,"Cluster_39"
"2823","M36","D10","Lung",0.0224594624243,"Cluster_2720"
"2824","M36","D10","Lung",0.160858311958,"Cluster_574"
"2825","M36","D10","Lung",0.0184550621471,"Cluster_190"
"2826","M36","D10","Lung",0.0739948235007,"Cluster_928"
"2827","M36","D10","Lung",0.0141166399247,"Cluster_1868"
"2828","M36","D10","Lung",0.0367081091366,"Cluster_359"
"2829","M36","D10","Lung",0.00661306393606,"Cluster_2844"
"2830","M36","D10","Lung",0.72003780059,"Cluster_888"
"2831","M36","D10","Lung",0.00826632992007,"Cluster_2367"
"2832","M36","D10","Lung",0.0112670774659,"Cluster_1125"
"2833","M36","D10","Lung",0.628893985738,"Cluster_4"
"2834","M36","D10","Lung",0.0169012223207,"Cluster_1386"
"2835","M36","D10","Lung",0.01406509867,"Cluster_215"
"2836","M36","D10","Lung",0.00913865619304,"Cluster_2558"
"2837","M36","D10","Lung",0.213589642655,"Cluster_1009"
"2838","M36","D10","Lung",0.299929899004,"Cluster_2315"
"2839","M36","D10","Lung",0.00615168738238,"Cluster_596"
"2840","M36","D10","Lung",0.0234717198857,"Cluster_1151"
"2841","M36","D10","Lung",0.0182729398233,"Cluster_1586"
"2842","M36","D10","Lung",0.2695213367,"Cluster_647"
"2843","M36","D10","Lung",0.00707859302702,"Cluster_1365"
"2844","M36","D10","Lung",0,"Cluster_3110"
"2845","M36","D10","Lung",0.0314867173213,"Cluster_72"
"2846","M36","D10","Lung",0.0504246125124,"Cluster_409"
"2847","M36","D10","Lung",0.329834241517,"Cluster_609"
"2848","M36","D10","Lung",0.0156911383917,"Cluster_225"
"2849","M36","D10","Lung",0.00268097186597,"Cluster_2068"
"2850","M36","D10","Lung",0,"Cluster_1342"
"2851","M36","D10","Lung",0.113969825281,"Cluster_290"
"2852","M36","D10","Lung",0.02678017627,"Cluster_479"
"2853","M36","D10","Lung",0,"Cluster_3727"
"2854","M36","D10","Lung",0.0149327250169,"Cluster_366"
"2855","M36","D10","Lung",0.0123608671702,"Cluster_599"
"2856","M36","D10","Lung",0.0166807815341,"Cluster_791"
"2857","M36","D10","Lung",0.0451545769968,"Cluster_2215"
"2858","M36","D10","Lung",0.0247332099465,"Cluster_381"
"2859","M36","D10","Lung",0.00675483201539,"Cluster_4207"
"2860","M36","D10","Lung",0.0222121688534,"Cluster_466"
"2861","M36","D10","Lung",0.0232226198685,"Cluster_402"
"2862","M36","D10","Lung",0.028633885084,"Cluster_1963"
"2863","M36","D10","Lung",0.434236756403,"Cluster_254"
"2864","M36","D10","Lung",0.400599065357,"Cluster_424"
"2865","M36","D10","Lung",0.0141905330295,"Cluster_92"
"2866","M36","D10","Lung",1.14273744815,"Cluster_26"
"2867","M36","D10","Lung",0.0309290771167,"Cluster_455"
"2868","M36","D10","Lung",0.0834672128927,"Cluster_943"
"2869","M36","D10","Lung",0.00776835823814,"Cluster_1949"
"2870","M36","D10","Lung",0.189036226854,"Cluster_103"
"2871","M36","D10","Lung",0.353079341526,"Cluster_119"
"2872","M36","D10","Lung",0.117117918027,"Cluster_265"
"2873","M36","D10","Lung",0.13911715494,"Cluster_1592"
"2874","M36","D10","Lung",0.542027529557,"Cluster_1231"
"2875","M36","D10","Lung",0.319232880654,"Cluster_87"
"2876","M36","D10","Lung",0.0128670474774,"Cluster_170"
"2877","M36","D10","Lung",11.6472841367,"Cluster_56"
"2878","M36","D10","Lung",0.0626791446131,"Cluster_650"
"2879","M36","D10","Lung",0.0265610720543,"Cluster_239"
"2880","M36","D10","Lung",0.0386825940661,"Cluster_98"
"2881","M36","D10","Lung",0.0149642426547,"Cluster_2480"
"2882","M36","D10","Lung",0.044087092907,"Cluster_9"
"2883","M36","D10","Lung",0.0696497864662,"Cluster_662"
"2884","M36","D10","Lung",0.0257455160869,"Cluster_158"
"2885","M36","D10","Lung",0.00275544330669,"Cluster_1669"
"2886","M36","D10","Lung",0.0258772067063,"Cluster_1343"
"2887","M36","D10","Lung",0.927213635915,"Cluster_1678"
"2888","M36","D10","Lung",0.0206599287018,"Cluster_436"
"2889","M36","D10","Lung",0.481068899456,"Cluster_1123"
"2890","M36","D10","Lung",0.00694082512239,"Cluster_3014"
"2891","M36","D10","Lung",0.0601095635504,"Cluster_1260"
"2892","M36","D10","Lung",0.0139712618367,"Cluster_1051"
"2893","M36","D10","Lung",0,"Cluster_491"
"2894","M36","D10","Lung",0.176817383255,"Cluster_2305"
