"","mouse","day","tissue","Percent","cluster"
"1","M12","D6","Brain",0.972926208893,"Cluster_1705"
"2","M12","D6","Brain",0.0871728280411,"Cluster_50"
"3","M12","D6","Brain",0.141566015328,"Cluster_1830"
"4","M12","D6","Brain",98.4210862455,"Cluster_56"
"5","M12","D6","Brain",0.377248702238,"Cluster_662"
"6","M12","D6","Ear",0.019580121318,"Cluster_662"
"7","M12","D6","Ear",1.03083614844,"Cluster_108"
"8","M12","D6","Ear",0.0285476998758,"Cluster_2315"
"9","M12","D6","Ear",0.00877903380112,"Cluster_84"
"10","M12","D6","Ear",0.0155693338009,"Cluster_221"
"11","M12","D6","Ear",0.0157530544878,"Cluster_978"
"12","M12","D6","Ear",0.0494706795909,"Cluster_254"
"13","M12","D6","Ear",0.00430076901963,"Cluster_89"
"14","M12","D6","Ear",1.69361577177,"Cluster_1830"
"15","M12","D6","Ear",2.13951339052,"Cluster_129"
"16","M12","D6","Ear",0.0410000665184,"Cluster_609"
"17","M12","D6","Ear",0.0193604285122,"Cluster_1501"
"18","M12","D6","Ear",1.34836199947,"Cluster_504"
"19","M12","D6","Ear",0.0222780754755,"Cluster_826"
"20","M12","D6","Ear",0.0887139766916,"Cluster_647"
"21","M12","D6","Ear",0.00581187374352,"Cluster_1613"
"22","M12","D6","Ear",0.014457799344,"Cluster_1989"
"23","M12","D6","Ear",0.00373172378523,"Cluster_676"
"24","M12","D6","Ear",0.0108925680127,"Cluster_340"
"25","M12","D6","Ear",0.00956242597348,"Cluster_2236"
"26","M12","D6","Ear",0.00579636665659,"Cluster_1132"
"27","M12","D6","Ear",0.0447600049585,"Cluster_50"
"28","M12","D6","Ear",0.047954292161,"Cluster_3263"
"29","M12","D6","Ear",0.00723270560798,"Cluster_2451"
"30","M12","D6","Ear",0.477575017107,"Cluster_303"
"31","M12","D6","Ear",0.185300853426,"Cluster_1831"
"32","M12","D6","Ear",0.0246958270492,"Cluster_1414"
"33","M12","D6","Ear",0.342081274047,"Cluster_1274"
"34","M12","D6","Ear",0.0237118779767,"Cluster_503"
"35","M12","D6","Ear",0.0122782938326,"Cluster_4"
"36","M12","D6","Ear",0.158445333815,"Cluster_469"
"37","M12","D6","Ear",0.0114753779838,"Cluster_541"
"38","M12","D6","Ear",0.0290125589237,"Cluster_525"
"39","M12","D6","Ear",0.0119613504931,"Cluster_272"
"40","M12","D6","Ear",0.0438063130519,"Cluster_26"
"41","M12","D6","Ear",0.00455372142214,"Cluster_1545"
"42","M12","D6","Ear",0.245606212498,"Cluster_532"
"43","M12","D6","Ear",1.06839238562,"Cluster_294"
"44","M12","D6","Ear",0.00413955908889,"Cluster_3229"
"45","M12","D6","Ear",5.34941125965,"Cluster_1231"
"46","M12","D6","Ear",83.8776285762,"Cluster_56"
"47","M12","D6","Ear",0.093907149161,"Cluster_402"
"48","M12","D6","Ear",0.0158317257575,"Cluster_1537"
"49","M12","D6","Ear",0.172455683916,"Cluster_2305"
"50","M12","D6","Ear",0.0154645060002,"Cluster_265"
"51","M12","D6","Ear",0.183016000796,"Cluster_405"
"52","M12","D6","Ear",0.605292047539,"Cluster_409"
"53","M12","D6","Ear",0.0877496943362,"Cluster_514"
"54","M12","D6","Ear",0.280327090747,"Cluster_248"
"55","M12","D6","Gon",93.2370368202,"Cluster_56"
"56","M12","D6","Gon",0.0269375385028,"Cluster_4"
"57","M12","D6","Gon",0.00559728174414,"Cluster_1868"
"58","M12","D6","Gon",0.166436103763,"Cluster_1123"
"59","M12","D6","Gon",0.153780711125,"Cluster_1830"
"60","M12","D6","Gon",0.00384758495121,"Cluster_437"
"61","M12","D6","Gon",6.40636395976,"Cluster_294"
"62","M12","D6","Heart",0.0287561008047,"Cluster_1545"
"63","M12","D6","Heart",99.9712438992,"Cluster_56"
"64","M12","D6","Lung",0.0579362469462,"Cluster_888"
"65","M12","D6","Lung",0.00663836230668,"Cluster_39"
"66","M12","D6","Lung",3.16911106693,"Cluster_294"
"67","M12","D6","Lung",96.5370717534,"Cluster_56"
"68","M12","D6","Lung",0.014759849994,"Cluster_437"
"69","M12","D6","Lung",0.00347308257958,"Cluster_1132"
"70","M12","D6","Lung",0.00325750154739,"Cluster_21"
"71","M12","D6","Lung",0.0110076882699,"Cluster_2236"
"72","M12","D6","Lung",0.04317461105,"Cluster_1274"
"73","M12","D6","Lung",0.00388518100461,"Cluster_1830"
"74","M12","D6","Lung",0.0435362696085,"Cluster_1831"
"75","M12","D6","Lung",0.0969296845812,"Cluster_4"
"76","M12","D6","Lung",0.00921870174976,"Cluster_1868"
"77","M12","D6","Sub",0.0115765123317,"Cluster_856"
"78","M12","D6","Sub",0.00884082571349,"Cluster_503"
"79","M12","D6","Sub",0.046927935672,"Cluster_1830"
"80","M12","D6","Sub",0.0424662171419,"Cluster_294"
"81","M12","D6","Sub",0.0306818790328,"Cluster_156"
"82","M12","D6","Sub",0.00688763838161,"Cluster_315"
"83","M12","D6","Sub",0.132198658172,"Cluster_232"
"84","M12","D6","Sub",99.7037775169,"Cluster_56"
"85","M12","D6","Sub",0.0166428166243,"Cluster_1123"
"86","M12","D6","blood",0.00356451944779,"Cluster_39"
"87","M12","D6","blood",0.00197117556846,"Cluster_823"
"88","M12","D6","blood",99.9113299437,"Cluster_56"
"89","M12","D6","blood",0.0121098425972,"Cluster_1868"
"90","M12","D6","blood",0.00515677280453,"Cluster_1114"
"91","M12","D6","blood",0.0529139420815,"Cluster_4"
"92","M12","D6","blood",0.00262478250246,"Cluster_294"
"93","M12","D6","blood",0.00359953577757,"Cluster_2236"
"94","M12","D6","blood",0.00672948552411,"Cluster_2370"
"95","M27","D6","Brain",97.6106409336,"Cluster_1830"
"96","M27","D6","Brain",2.38935906643,"Cluster_56"
"97","M27","D6","Ear",10.3596771277,"Cluster_56"
"98","M27","D6","Ear",0.0363373666783,"Cluster_1831"
"99","M27","D6","Ear",0.0120007220186,"Cluster_409"
"100","M27","D6","Ear",0.00706118246814,"Cluster_588"
"101","M27","D6","Ear",0.00438758283786,"Cluster_357"
"102","M27","D6","Ear",0.0527397862445,"Cluster_294"
"103","M27","D6","Ear",0.00353924201294,"Cluster_52"
"104","M27","D6","Ear",0.0122211103024,"Cluster_504"
"105","M27","D6","Ear",89.3546456069,"Cluster_1830"
"106","M27","D6","Ear",0.00590544933312,"Cluster_357"
"107","M27","D6","Ear",0.00575500826634,"Cluster_129"
"108","M27","D6","Ear",0.00714896257356,"Cluster_888"
"109","M27","D6","Ear",0.00865584597113,"Cluster_1307"
"110","M27","D6","Ear",0.00804560248291,"Cluster_716"
"111","M27","D6","Ear",0.00656009498667,"Cluster_673"
"112","M27","D6","Ear",0.00457019549926,"Cluster_232"
"113","M27","D6","Ear",0.00433243028142,"Cluster_4075"
"114","M27","D6","Ear",0.070139887654,"Cluster_4"
"115","M27","D6","Ear",0.0274535562997,"Cluster_424"
"116","M27","D6","Ear",0.00882323950002,"Cluster_434"
"117","M27","D6","Gon",1.89167932938,"Cluster_56"
"118","M27","D6","Gon",0.0238154629974,"Cluster_1545"
"119","M27","D6","Gon",0.0310423136319,"Cluster_1831"
"120","M27","D6","Gon",1.27125538825,"Cluster_294"
"121","M27","D6","Gon",0.00716923408184,"Cluster_1678"
"122","M27","D6","Gon",0.00862926534077,"Cluster_493"
"123","M27","D6","Gon",0.0235916010893,"Cluster_4"
"124","M27","D6","Gon",0.00918763197807,"Cluster_254"
"125","M27","D6","Gon",0.0261185638895,"Cluster_1088"
"126","M27","D6","Gon",96.7075112094,"Cluster_1830"
"127","M27","D6","Heart",0.00505211905727,"Cluster_52"
"128","M27","D6","Heart",0.020318521957,"Cluster_294"
"129","M27","D6","Heart",0.00945042553159,"Cluster_1831"
"130","M27","D6","Heart",96.7459323683,"Cluster_1830"
"131","M27","D6","Heart",0.0215720271537,"Cluster_588"
"132","M27","D6","Heart",0.00635235306773,"Cluster_4"
"133","M27","D6","Heart",0.00499204498328,"Cluster_1868"
"134","M27","D6","Heart",3.18633013999,"Cluster_56"
"135","M27","D6","Lung",0.00515638227087,"Cluster_254"
"136","M27","D6","Lung",0.00387467877713,"Cluster_1831"
"137","M27","D6","Lung",0.00359885964755,"Cluster_327"
"138","M27","D6","Lung",97.6295693036,"Cluster_1830"
"139","M27","D6","Lung",0.00602642877864,"Cluster_1868"
"140","M27","D6","Lung",0.0180149372821,"Cluster_4"
"141","M27","D6","Lung",0.00811507567585,"Cluster_888"
"142","M27","D6","Lung",0.00389017005643,"Cluster_202"
"143","M27","D6","Lung",0.00261678623141,"Cluster_493"
"144","M27","D6","Lung",0.0048084479437,"Cluster_1545"
"145","M27","D6","Lung",0.00398566518701,"Cluster_403"
"146","M27","D6","Lung",0.00533983564913,"Cluster_1328"
"147","M27","D6","Lung",0.00351175489505,"Cluster_2305"
"148","M27","D6","Lung",0.012156225264,"Cluster_588"
"149","M27","D6","Lung",0.00506083478206,"Cluster_26"
"150","M27","D6","Lung",0.012417073868,"Cluster_437"
"151","M27","D6","Lung",0.00233046655617,"Cluster_52"
"152","M27","D6","Lung",0.117189558205,"Cluster_294"
"153","M27","D6","Lung",0.00526352021741,"Cluster_1088"
"154","M27","D6","Lung",2.14070303451,"Cluster_56"
"155","M27","D6","Lung",0.00445980144591,"Cluster_240"
"156","M27","D6","Lung",0.00191115912656,"Cluster_2236"
"157","M27","D6","Sub",0.0016703164957,"Cluster_1678"
"158","M27","D6","Sub",0.0063896737293,"Cluster_2174"
"159","M27","D6","Sub",0.00841000192286,"Cluster_588"
"160","M27","D6","Sub",98.0024489095,"Cluster_1830"
"161","M27","D6","Sub",0.00632390423348,"Cluster_437"
"162","M27","D6","Sub",0.00412937919422,"Cluster_156"
"163","M27","D6","Sub",0.00416907269116,"Cluster_294"
"164","M27","D6","Sub",0.00335422967254,"Cluster_1831"
"165","M27","D6","Sub",0.00320593816319,"Cluster_1545"
"166","M27","D6","Sub",0.0123799928505,"Cluster_888"
"167","M27","D6","Sub",1.93118609273,"Cluster_56"
"168","M27","D6","Sub",0.0163324888661,"Cluster_254"
"169","M27","D6","blood",0.0111269405453,"Cluster_588"
"170","M27","D6","blood",0.00344117624293,"Cluster_1831"
"171","M27","D6","blood",0.00257038972933,"Cluster_59"
"172","M27","D6","blood",93.9250944053,"Cluster_1830"
"173","M27","D6","blood",0.00461039713265,"Cluster_4"
"174","M27","D6","blood",0.00639020497542,"Cluster_1545"
"175","M27","D6","blood",0.00388547284666,"Cluster_1088"
"176","M27","D6","blood",0.00506751625998,"Cluster_437"
"177","M27","D6","blood",0.00297927630415,"Cluster_26"
"178","M27","D6","blood",0.00845282314151,"Cluster_294"
"179","M27","D6","blood",6.02638139747,"Cluster_56"
"180","M30","D10","Brain",0.0531102076113,"Cluster_128"
"181","M30","D10","Brain",0.546334860905,"Cluster_1123"
"182","M30","D10","Brain",0.205709160568,"Cluster_1613"
"183","M30","D10","Brain",0.311469291721,"Cluster_763"
"184","M30","D10","Brain",0.282856726893,"Cluster_1537"
"185","M30","D10","Brain",0.0999197783888,"Cluster_792"
"186","M30","D10","Brain",0.0325886617531,"Cluster_493"
"187","M30","D10","Brain",0.0322930000355,"Cluster_78"
"188","M30","D10","Brain",0.211671117291,"Cluster_1571"
"189","M30","D10","Brain",0.183356944859,"Cluster_29"
"190","M30","D10","Brain",0.205147429048,"Cluster_888"
"191","M30","D10","Brain",0.418136857379,"Cluster_4048"
"192","M30","D10","Brain",0.444525293408,"Cluster_261"
"193","M30","D10","Brain",0.815042389714,"Cluster_293"
"194","M30","D10","Brain",0.136675507265,"Cluster_21"
"195","M30","D10","Brain",2.06863913873,"Cluster_1830"
"196","M30","D10","Brain",0.0532634249529,"Cluster_491"
"197","M30","D10","Brain",0.523306052093,"Cluster_1307"
"198","M30","D10","Brain",0.0849357857833,"Cluster_943"
"199","M30","D10","Brain",0.837886988023,"Cluster_469"
"200","M30","D10","Brain",0.543523346866,"Cluster_50"
"201","M30","D10","Brain",0.0483218358265,"Cluster_84"
"202","M30","D10","Brain",0.120053299387,"Cluster_337"
"203","M30","D10","Brain",0.437582197624,"Cluster_1152"
"204","M30","D10","Brain",0.131645623449,"Cluster_2618"
"205","M30","D10","Brain",0.389691458513,"Cluster_3359"
"206","M30","D10","Brain",1.28216031847,"Cluster_3818"
"207","M30","D10","Brain",0.121768346522,"Cluster_338"
"208","M30","D10","Brain",0.119414718008,"Cluster_51"
"209","M30","D10","Brain",1.21077627069,"Cluster_609"
"210","M30","D10","Brain",0.251124967627,"Cluster_1274"
"211","M30","D10","Brain",0.384856576893,"Cluster_357"
"212","M30","D10","Brain",33.7821931211,"Cluster_294"
"213","M30","D10","Brain",0.0964859355912,"Cluster_26"
"214","M30","D10","Brain",0.0470380260648,"Cluster_80"
"215","M30","D10","Brain",0.0979832869036,"Cluster_1332"
"216","M30","D10","Brain",52.8250709572,"Cluster_56"
"217","M30","D10","Brain",0.0835370330652,"Cluster_2385"
"218","M30","D10","Brain",0.0791744299513,"Cluster_2314"
"219","M30","D10","Brain",0.400729633817,"Cluster_569"
"220","M30","D10","Ear",0.0100554467001,"Cluster_859"
"221","M30","D10","Ear",0.736401738291,"Cluster_151"
"222","M30","D10","Ear",0.0445902297143,"Cluster_3818"
"223","M30","D10","Ear",0.379125253227,"Cluster_493"
"224","M30","D10","Ear",0.0885727016348,"Cluster_144"
"225","M30","D10","Ear",0.196012961014,"Cluster_841"
"226","M30","D10","Ear",1.27909721008,"Cluster_43"
"227","M30","D10","Ear",0.15618032167,"Cluster_86"
"228","M30","D10","Ear",0.0653540959876,"Cluster_932"
"229","M30","D10","Ear",0.512140597893,"Cluster_1571"
"230","M30","D10","Ear",0.0086990200172,"Cluster_19"
"231","M30","D10","Ear",0.201723281601,"Cluster_84"
"232","M30","D10","Ear",2.49405337637,"Cluster_1989"
"233","M30","D10","Ear",0.0129641667991,"Cluster_3883"
"234","M30","D10","Ear",0.0754227817023,"Cluster_1705"
"235","M30","D10","Ear",11.309714719,"Cluster_504"
"236","M30","D10","Ear",0.12434669421,"Cluster_87"
"237","M30","D10","Ear",0.164750925765,"Cluster_254"
"238","M30","D10","Ear",0.05483290731,"Cluster_1789"
"239","M30","D10","Ear",0.496612754465,"Cluster_315"
"240","M30","D10","Ear",2.43182380165,"Cluster_294"
"241","M30","D10","Ear",0.0230558515822,"Cluster_107"
"242","M30","D10","Ear",0.0470250240957,"Cluster_206"
"243","M30","D10","Ear",0.394814146369,"Cluster_327"
"244","M30","D10","Ear",0.00381993349444,"Cluster_1007"
"245","M30","D10","Ear",0.0143039761284,"Cluster_1701"
"246","M30","D10","Ear",0.160810188477,"Cluster_1123"
"247","M30","D10","Ear",0.119704683343,"Cluster_340"
"248","M30","D10","Ear",0.13673769462,"Cluster_591"
"249","M30","D10","Ear",0.0574693647996,"Cluster_956"
"250","M30","D10","Ear",0.427153184458,"Cluster_1152"
"251","M30","D10","Ear",0.00686242744407,"Cluster_1472"
"252","M30","D10","Ear",0.0139611504294,"Cluster_1060"
"253","M30","D10","Ear",0.00731587835967,"Cluster_523"
"254","M30","D10","Ear",0.304695004099,"Cluster_18"
"255","M30","D10","Ear",0.0535500274391,"Cluster_1754"
"256","M30","D10","Ear",0.330181291325,"Cluster_161"
"257","M30","D10","Ear",0.0508742542307,"Cluster_23"
"258","M30","D10","Ear",0.0341065490575,"Cluster_1008"
"259","M30","D10","Ear",2.15664309301,"Cluster_12"
"260","M30","D10","Ear",0.0107407421107,"Cluster_1747"
"261","M30","D10","Ear",0.0274130018047,"Cluster_549"
"262","M30","D10","Ear",0.0993564320293,"Cluster_15"
"263","M30","D10","Ear",0.191722884788,"Cluster_39"
"264","M30","D10","Ear",0.00939128437292,"Cluster_673"
"265","M30","D10","Ear",6.17484548737,"Cluster_1274"
"266","M30","D10","Ear",0.030986848402,"Cluster_1064"
"267","M30","D10","Ear",6.90917653184,"Cluster_1276"
"268","M30","D10","Ear",0.101937653823,"Cluster_8"
"269","M30","D10","Ear",0.319552734436,"Cluster_88"
"270","M30","D10","Ear",0.563674599025,"Cluster_78"
"271","M30","D10","Ear",0.800827955495,"Cluster_469"
"272","M30","D10","Ear",0.0111777676113,"Cluster_1260"
"273","M30","D10","Ear",0.117907969218,"Cluster_2484"
"274","M30","D10","Ear",0.0349166112012,"Cluster_2089"
"275","M30","D10","Ear",0.19554248286,"Cluster_741"
"276","M30","D10","Ear",0.401850602624,"Cluster_1537"
"277","M30","D10","Ear",0.0698632054409,"Cluster_1108"
"278","M30","D10","Ear",0.0600816426965,"Cluster_21"
"279","M30","D10","Ear",0.244025555963,"Cluster_338"
"280","M30","D10","Ear",2.36480691676,"Cluster_56"
"281","M30","D10","Ear",0.0183417651549,"Cluster_650"
"282","M30","D10","Ear",0.0220136831549,"Cluster_1092"
"283","M30","D10","Ear",0.682689491283,"Cluster_1678"
"284","M30","D10","Ear",0.242541290144,"Cluster_3891"
"285","M30","D10","Ear",0.00736243583774,"Cluster_229"
"286","M30","D10","Ear",0.445953045045,"Cluster_615"
"287","M30","D10","Ear",0.0217322711228,"Cluster_3769"
"288","M30","D10","Ear",0.111816376739,"Cluster_1722"
"289","M30","D10","Ear",0.00408421696879,"Cluster_261"
"290","M30","D10","Ear",1.53686822444,"Cluster_437"
"291","M30","D10","Ear",0.0824109732931,"Cluster_290"
"292","M30","D10","Ear",1.89383131843,"Cluster_264"
"293","M30","D10","Ear",0.0624406874245,"Cluster_886"
"294","M30","D10","Ear",0.447065625196,"Cluster_128"
"295","M30","D10","Ear",0.0281362567692,"Cluster_634"
"296","M30","D10","Ear",0.0366384862622,"Cluster_234"
"297","M30","D10","Ear",0.0233634788154,"Cluster_303"
"298","M30","D10","Ear",0.902278743471,"Cluster_514"
"299","M30","D10","Ear",0.15301083269,"Cluster_221"
"300","M30","D10","Ear",0.00765170708623,"Cluster_5"
"301","M30","D10","Ear",0.156716736706,"Cluster_1685"
"302","M30","D10","Ear",0.0444918308334,"Cluster_3170"
"303","M30","D10","Ear",0.138914501913,"Cluster_853"
"304","M30","D10","Ear",2.5991805446,"Cluster_50"
"305","M30","D10","Ear",0.129733533096,"Cluster_595"
"306","M30","D10","Ear",0.52011424081,"Cluster_54"
"307","M30","D10","Ear",0.00910921975547,"Cluster_1277"
"308","M30","D10","Ear",0.955370438411,"Cluster_2315"
"309","M30","D10","Ear",10.6813433808,"Cluster_26"
"310","M30","D10","Ear",1.47442880716,"Cluster_357"
"311","M30","D10","Ear",0.00542978280629,"Cluster_647"
"312","M30","D10","Ear",0.631949244605,"Cluster_893"
"313","M30","D10","Ear",3.33005396388,"Cluster_4"
"314","M30","D10","Ear",0.295764930134,"Cluster_1909"
"315","M30","D10","Ear",0.039523246876,"Cluster_524"
"316","M30","D10","Ear",0.158175598855,"Cluster_103"
"317","M30","D10","Ear",0.022054007146,"Cluster_1673"
"318","M30","D10","Ear",1.02467702823,"Cluster_240"
"319","M30","D10","Ear",0.201709212329,"Cluster_662"
"320","M30","D10","Ear",0.963501938319,"Cluster_1613"
"321","M30","D10","Ear",1.12362341889,"Cluster_832"
"322","M30","D10","Ear",2.83981403352,"Cluster_588"
"323","M30","D10","Ear",0.0809411784425,"Cluster_215"
"324","M30","D10","Ear",0.865242687114,"Cluster_59"
"325","M30","D10","Ear",0.0596750841981,"Cluster_740"
"326","M30","D10","Ear",3.48749614684,"Cluster_1545"
"327","M30","D10","Ear",3.10241159059,"Cluster_1831"
"328","M30","D10","Ear",0.194825003675,"Cluster_824"
"329","M30","D10","Ear",0.007948832198,"Cluster_1855"
"330","M30","D10","Ear",0.0174165908301,"Cluster_509"
"331","M30","D10","Ear",0.0735116720624,"Cluster_359"
"332","M30","D10","Ear",0.300783618853,"Cluster_943"
"333","M30","D10","Ear",0.0133691946127,"Cluster_3824"
"334","M30","D10","Ear",0.0278854411127,"Cluster_62"
"335","M30","D10","Ear",0.00428984594813,"Cluster_402"
"336","M30","D10","Ear",0.654008956593,"Cluster_232"
"337","M30","D10","Ear",2.80947113603,"Cluster_1830"
"338","M30","D10","Ear",0.0157600864189,"Cluster_479"
"339","M30","D10","Ear",0.421152674228,"Cluster_409"
"340","M30","D10","Ear",0.105315424603,"Cluster_472"
"341","M30","D10","Ear",0.397613825628,"Cluster_293"
"342","M30","D10","Ear",2.51100347936,"Cluster_2305"
"343","M30","D10","Ear",0.0964022896593,"Cluster_764"
"344","M30","D10","Ear",0.0135526343329,"Cluster_1275"
"345","M30","D10","Ear",0.0253713746075,"Cluster_2001"
"346","M30","D10","Ear",0.0110022808331,"Cluster_3073"
"347","M30","D10","Ear",0.201573900269,"Cluster_22"
"348","M30","D10","Ear",0.28597989529,"Cluster_763"
"349","M30","D10","Ear",0.544244705916,"Cluster_503"
"350","M30","D10","Ear",0.563315953852,"Cluster_1088"
"351","M30","D10","Ear",0.0878548450607,"Cluster_888"
"352","M30","D10","Ear",3.14432217916,"Cluster_978"
"353","M30","D10","Ear",0.00505789696941,"Cluster_183"
"354","M30","D10","Ear",0.019003104817,"Cluster_532"
"355","M30","D10","Ear",0.224777269679,"Cluster_480"
"356","M30","D10","Ear",0.0874874986465,"Cluster_202"
"357","M30","D10","Ear",0.00508008072804,"Cluster_143"
"358","M30","D10","Ear",0.0141383655192,"Cluster_2090"
"359","M30","D10","Ear",0.5265070927,"Cluster_248"
"360","M30","D10","Ear",0.353456959942,"Cluster_119"
"361","M30","D10","Ear",0.180664733556,"Cluster_9"
"362","M30","D10","Ear",0.267498668799,"Cluster_826"
"363","M30","D10","Ear",0.0573191885039,"Cluster_2537"
"364","M30","D10","Ear",0.043470438941,"Cluster_2051"
"365","M30","D10","Ear",0.0905280062082,"Cluster_363"
"366","M30","D10","Gon",0.04199438153,"Cluster_254"
"367","M30","D10","Gon",0.0166503403103,"Cluster_268"
"368","M30","D10","Gon",0.0109640503502,"Cluster_126"
"369","M30","D10","Gon",0.0178425056456,"Cluster_59"
"370","M30","D10","Gon",0.0119661409736,"Cluster_1153"
"371","M30","D10","Gon",0.23647087489,"Cluster_467"
"372","M30","D10","Gon",0.204226522485,"Cluster_827"
"373","M30","D10","Gon",0.0557820105537,"Cluster_624"
"374","M30","D10","Gon",0.0127552214156,"Cluster_2245"
"375","M30","D10","Gon",0.0502983552789,"Cluster_1681"
"376","M30","D10","Gon",0.0878504686208,"Cluster_1231"
"377","M30","D10","Gon",0.0148715281101,"Cluster_1436"
"378","M30","D10","Gon",0.103578660478,"Cluster_86"
"379","M30","D10","Gon",0.0325834784619,"Cluster_33"
"380","M30","D10","Gon",0.00338252617187,"Cluster_3918"
"381","M30","D10","Gon",0.0481237299317,"Cluster_1571"
"382","M30","D10","Gon",0.14822952223,"Cluster_103"
"383","M30","D10","Gon",0.00955674061074,"Cluster_437"
"384","M30","D10","Gon",0.0233657499538,"Cluster_22"
"385","M30","D10","Gon",0.0485641077471,"Cluster_34"
"386","M30","D10","Gon",0.101360503716,"Cluster_87"
"387","M30","D10","Gon",0.035593438818,"Cluster_1831"
"388","M30","D10","Gon",0.0175388466421,"Cluster_144"
"389","M30","D10","Gon",0.00843172050028,"Cluster_810"
"390","M30","D10","Gon",0.00959577979263,"Cluster_518"
"391","M30","D10","Gon",0.0396108620396,"Cluster_480"
"392","M30","D10","Gon",0.00652453867177,"Cluster_1524"
"393","M30","D10","Gon",0.327907764741,"Cluster_763"
"394","M30","D10","Gon",0.200885257253,"Cluster_826"
"395","M30","D10","Gon",0.117778298993,"Cluster_19"
"396","M30","D10","Gon",0.0153827621647,"Cluster_109"
"397","M30","D10","Gon",0.0685881880863,"Cluster_987"
"398","M30","D10","Gon",0.0189891260926,"Cluster_1765"
"399","M30","D10","Gon",0.0212400732493,"Cluster_886"
"400","M30","D10","Gon",0.0316217507364,"Cluster_1004"
"401","M30","D10","Gon",0.00160584575836,"Cluster_3502"
"402","M30","D10","Gon",0.257481401452,"Cluster_21"
"403","M30","D10","Gon",0.010093887624,"Cluster_859"
"404","M30","D10","Gon",0.0592870870789,"Cluster_98"
"405","M30","D10","Gon",0.0214971238785,"Cluster_2647"
"406","M30","D10","Gon",0.0253924360541,"Cluster_11"
"407","M30","D10","Gon",0.200904447229,"Cluster_128"
"408","M30","D10","Gon",0.286462019505,"Cluster_550"
"409","M30","D10","Gon",0.180398241963,"Cluster_647"
"410","M30","D10","Gon",0.00716523853872,"Cluster_634"
"411","M30","D10","Gon",0.227819987028,"Cluster_119"
"412","M30","D10","Gon",0.052305964896,"Cluster_833"
"413","M30","D10","Gon",0.0180839736158,"Cluster_1514"
"414","M30","D10","Gon",0.155366374199,"Cluster_366"
"415","M30","D10","Gon",0.00916474315651,"Cluster_639"
"416","M30","D10","Gon",0.0152969224817,"Cluster_3154"
"417","M30","D10","Gon",0.00655217266821,"Cluster_2926"
"418","M30","D10","Gon",0.0522719180528,"Cluster_4127"
"419","M30","D10","Gon",0.0227597754599,"Cluster_735"
"420","M30","D10","Gon",0.0132703447477,"Cluster_2183"
"421","M30","D10","Gon",0.0517105439887,"Cluster_278"
"422","M30","D10","Gon",0.155186576883,"Cluster_2173"
"423","M30","D10","Gon",0.0146340253628,"Cluster_272"
"424","M30","D10","Gon",0.0334506741028,"Cluster_404"
"425","M30","D10","Gon",0.0439134976699,"Cluster_691"
"426","M30","D10","Gon",0.0106376911639,"Cluster_563"
"427","M30","D10","Gon",0.0134488135033,"Cluster_106"
"428","M30","D10","Gon",0.0140507979173,"Cluster_2675"
"429","M30","D10","Gon",0.0106807415556,"Cluster_69"
"430","M30","D10","Gon",0.0497076352804,"Cluster_27"
"431","M30","D10","Gon",0.0604524490288,"Cluster_409"
"432","M30","D10","Gon",0.556494556458,"Cluster_50"
"433","M30","D10","Gon",0.0333336389013,"Cluster_1088"
"434","M30","D10","Gon",0.0159516977548,"Cluster_793"
"435","M30","D10","Gon",0.0196943799947,"Cluster_493"
"436","M30","D10","Gon",0.0542291365429,"Cluster_532"
"437","M30","D10","Gon",0.0387103674053,"Cluster_200"
"438","M30","D10","Gon",0.0429811007269,"Cluster_792"
"439","M30","D10","Gon",0.0789579175172,"Cluster_240"
"440","M30","D10","Gon",0.036392120714,"Cluster_193"
"441","M30","D10","Gon",0.103408657254,"Cluster_2002"
"442","M30","D10","Gon",0.0356683048252,"Cluster_303"
"443","M30","D10","Gon",0.0288184211771,"Cluster_264"
"444","M30","D10","Gon",0.0142601804134,"Cluster_1059"
"445","M30","D10","Gon",0.00670392235268,"Cluster_3507"
"446","M30","D10","Gon",0.00218527464025,"Cluster_3383"
"447","M30","D10","Gon",0.703902861175,"Cluster_248"
"448","M30","D10","Gon",0.0470736755287,"Cluster_352"
"449","M30","D10","Gon",0.0618985404962,"Cluster_23"
"450","M30","D10","Gon",0.375508069441,"Cluster_1830"
"451","M30","D10","Gon",0.0640593411519,"Cluster_4"
"452","M30","D10","Gon",0.0743831450412,"Cluster_1909"
"453","M30","D10","Gon",0.00818051732524,"Cluster_1963"
"454","M30","D10","Gon",0.0300591671859,"Cluster_1229"
"455","M30","D10","Gon",0.038775300019,"Cluster_979"
"456","M30","D10","Gon",0.0238084088522,"Cluster_229"
"457","M30","D10","Gon",0.0320487625621,"Cluster_736"
"458","M30","D10","Gon",0.0385635152478,"Cluster_498"
"459","M30","D10","Gon",0.639970500161,"Cluster_161"
"460","M30","D10","Gon",0.175113442907,"Cluster_232"
"461","M30","D10","Gon",0.00748987938057,"Cluster_1453"
"462","M30","D10","Gon",0.171621261397,"Cluster_2537"
"463","M30","D10","Gon",0.0232108177344,"Cluster_654"
"464","M30","D10","Gon",0.00891469514456,"Cluster_524"
"465","M30","D10","Gon",0.035328606684,"Cluster_591"
"466","M30","D10","Gon",0.0120320272238,"Cluster_277"
"467","M30","D10","Gon",0.210115072045,"Cluster_2315"
"468","M30","D10","Gon",0.0193292146915,"Cluster_1720"
